COMMENT,kmp_n_96_min_2_max_192_run_ff_random
SORT_BY,96
192,98
191,98
190,98
189,98
188,98
187,98
186,98
185,98
184,98
183,98
182,98
181,98
180,98
179,98
178,98
177,98
176,98
175,98
174,98
173,98
172,98
171,98
170,98
169,98
168,98
167,98
166,98
165,98
164,98
163,98
162,98
161,98
160,98
159,98
158,98
157,98
156,98
155,98
154,98
153,98
152,98
151,98
150,98
149,98
148,98
147,98
146,98
145,98
144,98
143,98
142,98
141,98
140,98
139,98
138,98
137,98
136,98
135,98
134,98
133,98
132,98
131,98
130,98
129,98
128,98
127,98
126,98
125,98
124,98
123,98
122,98
121,98
120,98
119,98
118,98
117,98
116,98
115,98
114,98
113,98
112,98
111,98
110,98
109,98
108,98
107,98
106,98
105,98
104,98
103,98
102,98
101,98
100,98
99,98
98,98
97,98
96,98
95,98
94,98
93,98
92,98
91,98
90,98
89,98
88,98
87,98
86,98
85,98
84,98
83,98
82,98
81,98
80,98
79,98
78,98
77,98
76,98
75,98
74,98
73,98
72,98
71,98
70,98
69,98
68,98
67,98
66,98
65,98
64,98
63,98
62,98
61,98
60,98
59,99
58,99
57,99
56,99
55,99
54,99
53,99
52,99
51,99
50,99
49,99
48,99
47,99
46,99
45,99
44,99
43,99
42,99
41,99
40,99
39,99
38,99
37,99
36,99
35,100
34,100
33,100
32,101
31,101
30,101
29,101
28,101
27,101
26,102
25,104
24,104
23,105
22,106
21,106
20,106
19,108
18,108
17,108
16,110
15,113
14,114
13,117
12,118
11,121
10,125
9,128
8,131
7,136
6,138
5,147
4,161
3,168
2,192
1,205
